TimeSpent,AmountWorkers,MinTime,MaxTime
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
80,1,20,60
46,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
46,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
46,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
46,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
46,1,20,60
46,1,20,60
46,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
46,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
46,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
60,1,20,60
46,1,20,60
46,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
46,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
46,1,20,60
46,1,20,60
46,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
80,1,20,60
46,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
46,1,20,60
80,1,20,60
80,1,20,60
46,1,20,60
46,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
46,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
46,1,20,60
46,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
46,1,20,60
46,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
46,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
46,1,20,60
60,1,20,60
46,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
46,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
46,1,20,60
46,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
46,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
80,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
46,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
46,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
60,1,20,60
46,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
80,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
46,1,20,60
60,1,20,60
80,1,20,60
46,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
80,1,20,60
50,1,20,60
80,1,20,60
80,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
50,1,20,60
50,1,20,60
60,1,20,60
60,1,20,60
50,1,20,60
80,1,20,60
