TimeSpent,AmountWorkers,MinTime,MaxTime
120,1,45,120
120,1,45,120
80,2,45,120
100,1,45,120
92,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
92,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
71,2,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
82,2,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
100,1,45,120
92,1,45,120
92,1,45,120
84,2,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
82,2,45,120
160,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
75,2,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
75,2,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
66,2,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
94,2,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
84,2,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
160,1,45,120
92,1,45,120
92,1,45,120
160,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
80,2,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
82,2,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
92,1,45,120
100,1,45,120
160,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
94,2,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
66,2,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
82,2,45,120
100,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
75,2,45,120
100,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
75,2,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
75,2,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
75,2,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
75,2,45,120
160,1,45,120
92,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
100,1,45,120
75,2,45,120
100,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
71,2,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
84,2,45,120
100,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
75,2,45,120
120,1,45,120
84,2,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
94,2,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
75,2,45,120
92,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
92,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
71,2,45,120
120,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
92,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
75,2,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
92,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
92,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
75,2,45,120
160,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
82,2,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
71,2,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
100,1,45,120
82,2,45,120
92,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
120,1,45,120
92,1,45,120
100,1,45,120
75,2,45,120
100,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
92,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
92,1,45,120
160,1,45,120
92,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
71,2,45,120
100,1,45,120
120,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
120,1,45,120
92,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
92,1,45,120
120,1,45,120
120,1,45,120
160,1,45,120
160,1,45,120
92,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
160,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
120,1,45,120
160,1,45,120
120,1,45,120
100,1,45,120
100,1,45,120
160,1,45,120
100,1,45,120
120,1,45,120
