TimeSpent,AmountWorkers,MinTime,MaxTime
32,3,20,60
32,3,20,60
40,2,20,60
32,3,20,60
40,2,20,60
45,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
35,2,20,60
35,2,20,60
29,3,20,60
29,3,20,60
35,2,20,60
35,2,20,60
35,2,20,60
41,2,20,60
35,2,20,60
32,3,20,60
32,3,20,60
35,3,20,60
40,2,20,60
40,2,20,60
36,2,20,60
29,3,20,60
40,2,20,60
35,2,20,60
35,2,20,60
40,2,20,60
35,2,20,60
40,2,20,60
40,2,20,60
41,2,20,60
40,2,20,60
35,2,20,60
40,2,20,60
40,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
40,2,20,60
36,2,20,60
36,2,20,60
32,3,20,60
28,4,20,60
35,2,20,60
41,2,20,60
31,3,20,60
41,2,20,60
40,2,20,60
40,2,20,60
47,2,20,60
41,2,20,60
40,2,20,60
41,2,20,60
35,2,20,60
41,2,20,60
32,3,20,60
36,2,20,60
41,2,20,60
35,2,20,60
45,2,20,60
35,2,20,60
32,3,20,60
41,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
41,2,20,60
35,2,20,60
35,2,20,60
41,2,20,60
41,2,20,60
41,2,20,60
39,2,20,60
39,2,20,60
44,2,20,60
39,2,20,60
40,2,20,60
40,2,20,60
39,2,20,60
35,3,20,60
36,2,20,60
29,3,20,60
32,3,20,60
41,2,20,60
35,2,20,60
35,2,20,60
40,2,20,60
32,3,20,60
32,3,20,60
36,2,20,60
39,2,20,60
36,2,20,60
39,2,20,60
36,2,20,60
40,2,20,60
40,2,20,60
41,2,20,60
32,3,20,60
35,2,20,60
41,2,20,60
45,2,20,60
41,2,20,60
41,2,20,60
35,2,20,60
35,2,20,60
32,3,20,60
32,3,20,60
39,2,20,60
35,2,20,60
41,2,20,60
45,2,20,60
35,2,20,60
40,2,20,60
39,2,20,60
36,2,20,60
36,2,20,60
34,3,20,60
36,2,20,60
34,3,20,60
36,2,20,60
35,2,20,60
29,3,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
45,2,20,60
36,2,20,60
45,2,20,60
35,3,20,60
40,2,20,60
36,2,20,60
41,2,20,60
41,2,20,60
36,2,20,60
36,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
32,3,20,60
32,3,20,60
40,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
29,3,20,60
39,2,20,60
40,2,20,60
35,3,20,60
35,3,20,60
40,2,20,60
40,2,20,60
31,3,20,60
31,3,20,60
35,2,20,60
44,2,20,60
39,2,20,60
34,3,20,60
39,2,20,60
31,3,20,60
36,2,20,60
36,2,20,60
39,2,20,60
36,2,20,60
39,2,20,60
36,2,20,60
39,2,20,60
40,2,20,60
35,2,20,60
40,2,20,60
41,2,20,60
40,2,20,60
41,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
41,2,20,60
40,2,20,60
32,3,20,60
35,3,20,60
45,2,20,60
35,3,20,60
41,2,20,60
40,2,20,60
31,3,20,60
40,2,20,60
31,3,20,60
40,2,20,60
39,2,20,60
39,2,20,60
31,3,20,60
31,3,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
40,2,20,60
30,4,20,60
40,2,20,60
40,2,20,60
35,3,20,60
41,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
31,3,20,60
40,2,20,60
40,2,20,60
45,2,20,60
41,2,20,60
45,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
35,2,20,60
41,2,20,60
40,2,20,60
35,2,20,60
41,2,20,60
40,2,20,60
39,2,20,60
41,2,20,60
39,2,20,60
35,2,20,60
41,2,20,60
35,2,20,60
32,3,20,60
35,2,20,60
40,2,20,60
40,2,20,60
32,3,20,60
31,3,20,60
36,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
36,2,20,60
32,3,20,60
35,2,20,60
35,2,20,60
35,2,20,60
29,3,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
39,2,20,60
41,2,20,60
39,2,20,60
36,2,20,60
39,2,20,60
39,2,20,60
41,2,20,60
40,2,20,60
45,2,20,60
35,3,20,60
35,3,20,60
35,3,20,60
35,3,20,60
32,3,20,60
40,2,20,60
35,2,20,60
29,3,20,60
45,2,20,60
29,3,20,60
45,2,20,60
36,2,20,60
45,2,20,60
29,3,20,60
45,2,20,60
40,2,20,60
45,2,20,60
40,2,20,60
41,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
32,3,20,60
40,2,20,60
41,2,20,60
31,3,20,60
35,3,20,60
32,3,20,60
40,2,20,60
36,2,20,60
41,2,20,60
35,2,20,60
40,2,20,60
41,2,20,60
41,2,20,60
35,2,20,60
35,2,20,60
29,3,20,60
40,2,20,60
45,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
35,2,20,60
31,3,20,60
39,2,20,60
31,3,20,60
40,2,20,60
31,3,20,60
39,2,20,60
39,2,20,60
39,2,20,60
31,3,20,60
32,3,20,60
40,2,20,60
41,2,20,60
31,3,20,60
35,2,20,60
35,2,20,60
35,2,20,60
35,2,20,60
41,2,20,60
35,2,20,60
35,3,20,60
35,3,20,60
41,2,20,60
47,2,20,60
41,2,20,60
41,2,20,60
35,2,20,60
41,2,20,60
35,2,20,60
36,2,20,60
40,2,20,60
36,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
41,2,20,60
41,2,20,60
35,2,20,60
41,2,20,60
35,2,20,60
41,2,20,60
29,3,20,60
39,2,20,60
31,3,20,60
31,3,20,60
32,3,20,60
40,2,20,60
32,3,20,60
40,2,20,60
36,2,20,60
40,2,20,60
32,3,20,60
40,2,20,60
47,2,20,60
40,2,20,60
35,2,20,60
40,2,20,60
32,3,20,60
32,3,20,60
39,2,20,60
36,2,20,60
36,2,20,60
40,2,20,60
36,2,20,60
40,2,20,60
40,2,20,60
36,2,20,60
36,2,20,60
32,3,20,60
32,3,20,60
45,2,20,60
35,2,20,60
35,2,20,60
41,2,20,60
41,2,20,60
35,2,20,60
41,2,20,60
41,2,20,60
40,2,20,60
40,2,20,60
40,2,20,60
41,2,20,60
30,4,20,60
32,3,20,60
40,2,20,60
39,2,20,60
28,4,20,60
41,2,20,60
41,2,20,60
35,2,20,60
35,2,20,60
32,3,20,60
40,2,20,60
40,2,20,60
34,3,20,60
39,2,20,60
41,2,20,60
39,2,20,60
35,2,20,60
41,2,20,60
35,2,20,60
35,2,20,60
41,2,20,60
32,3,20,60
35,2,20,60
32,3,20,60
35,2,20,60
32,3,20,60
35,2,20,60
40,2,20,60
32,3,20,60
36,2,20,60
36,2,20,60
41,2,20,60
35,2,20,60
28,4,20,60
36,2,20,60
36,2,20,60
40,2,20,60
40,2,20,60
